[2026-07-04T14:17:08.234+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-07-04T14:17:08.294+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake_ecommerce.load_snowflake scheduled__2026-07-04T14:14:00+00:00 [queued]>
[2026-07-04T14:17:08.309+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake_ecommerce.load_snowflake scheduled__2026-07-04T14:14:00+00:00 [queued]>
[2026-07-04T14:17:08.310+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-07-04T14:17:08.333+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): load_snowflake> on 2026-07-04 14:14:00+00:00
[2026-07-04T14:17:08.348+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake_ecommerce', 'load_snowflake', 'scheduled__2026-07-04T14:14:00+00:00', '--job-id', '36', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake_dag.py', '--cfg-path', '/tmp/tmpqnab6gjr']
[2026-07-04T14:17:08.353+0000] {standard_task_runner.py:91} INFO - Job 36: Subtask load_snowflake
[2026-07-04T14:17:08.356+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=19385) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-07-04T14:17:08.357+0000] {standard_task_runner.py:64} INFO - Started process 19396 to run task
[2026-07-04T14:17:08.497+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake_ecommerce.load_snowflake scheduled__2026-07-04T14:14:00+00:00 [running]> on host 791512f83421
[2026-07-04T14:17:08.679+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake_ecommerce' AIRFLOW_CTX_TASK_ID='load_snowflake' AIRFLOW_CTX_EXECUTION_DATE='2026-07-04T14:14:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-07-04T14:14:00+00:00'
[2026-07-04T14:17:08.682+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-07-04T14:17:08.978+0000] {connection.py:638} INFO - Snowflake Connector for Python Version: 4.6.0, Python Version: 3.12.4, Platform: Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.36
[2026-07-04T14:17:08.981+0000] {connection.py:1760} INFO - Connecting to GLOBAL Snowflake domain
[2026-07-04T14:17:17.615+0000] {connectionpool.py:869} WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectTimeoutError(<HTTPConnection(host='ocsp.snowflakecomputing.net', port=80) at 0x7fe8a9c57650>, 'Connection to ocsp.snowflakecomputing.net timed out. (connect timeout=5)')': /ocsp_response_cache.json
[2026-07-04T14:17:23.037+0000] {connectionpool.py:869} WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectTimeoutError(<HTTPConnection(host='comingsoon.markmonitor.com', port=80) at 0x7fe8a9c60440>, 'Connection to comingsoon.markmonitor.com timed out. (connect timeout=5)')': /
[2026-07-04T14:17:24.556+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190118474101.parquet -> @customers stage
[2026-07-04T14:17:25.272+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190118558805.parquet -> @customers stage
[2026-07-04T14:17:25.888+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190118637451.parquet -> @customers stage
[2026-07-04T14:17:26.602+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190118704077.parquet -> @customers stage
[2026-07-04T14:17:27.221+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190118757294.parquet -> @customers stage
[2026-07-04T14:17:27.938+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190118804450.parquet -> @customers stage
[2026-07-04T14:17:28.657+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190118859377.parquet -> @customers stage
[2026-07-04T14:17:29.221+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190118909807.parquet -> @customers stage
[2026-07-04T14:17:29.882+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190118962070.parquet -> @customers stage
[2026-07-04T14:17:30.600+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190119013345.parquet -> @customers stage
[2026-07-04T14:17:31.313+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190119066490.parquet -> @customers stage
[2026-07-04T14:17:31.929+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190119139754.parquet -> @customers stage
[2026-07-04T14:17:32.649+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190119263543.parquet -> @customers stage
[2026-07-04T14:17:33.363+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190119390209.parquet -> @customers stage
[2026-07-04T14:17:33.979+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190119463358.parquet -> @customers stage
[2026-07-04T14:17:34.589+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190119548561.parquet -> @customers stage
[2026-07-04T14:17:35.162+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190119628300.parquet -> @customers stage
[2026-07-04T14:17:35.823+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190119731265.parquet -> @customers stage
[2026-07-04T14:17:36.535+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190119816203.parquet -> @customers stage
[2026-07-04T14:17:37.158+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190119905698.parquet -> @customers stage
